Source	Target	Species	Target Score	Target Description	SourceType	TargetType
miR-29c-3p	1810013L24Rik	Mouse	97	RIKEN cDNA 1810013L24 gene	miRNA	mRNA
miR-29c-3p	Pcdha5	Mouse	97	protocadherin alpha 5	miRNA	mRNA
miR-29c-3p	Pcdha6	Mouse	97	protocadherin alpha 6	miRNA	mRNA
miR-29c-3p	Rest	Mouse	97	RE1-silencing transcription factor	miRNA	mRNA
miR-29c-3p	Zbtb34	Mouse	97	zinc finger and BTB domain containing 34	miRNA	mRNA
miR-29c-3p	Pcdha10	Mouse	97	protocadherin alpha 10	miRNA	mRNA
miR-29c-3p	Pcdha1	Mouse	97	protocadherin alpha 1	miRNA	mRNA
miR-29c-3p	Pcdha12	Mouse	97	protocadherin alpha 12	miRNA	mRNA
miR-29c-3p	Igf1	Mouse	97	insulin-like growth factor 1	miRNA	mRNA
miR-29c-3p	Pcdha9	Mouse	97	protocadherin alpha 9	miRNA	mRNA
miR-320-3p	Tmem255a	Mouse	97	transmembrane protein 255A	miRNA	mRNA
miR-320-3p	Pbx3	Mouse	97	pre B cell leukemia homeobox 3	miRNA	mRNA
miR-320-3p	Gxylt1	Mouse	97	glucoside xylosyltransferase 1	miRNA	mRNA
miR-320-3p	Plppr1	Mouse	97	phospholipid phosphatase related 1	miRNA	mRNA
miR-499-5p	Sos2	Mouse	97	SOS Ras/Rho guanine nucleotide exchange factor 2	miRNA	mRNA
miR-499-5p	Ube2v2	Mouse	97	ubiquitin-conjugating enzyme E2 variant 2	miRNA	mRNA
miR-499-5p	Ikzf2	Mouse	97	IKAROS family zinc finger 2	miRNA	mRNA
miR-140-3p	2210418O10Rik	Mouse	96	RIKEN cDNA 2210418O10 gene	miRNA	mRNA
miR-140-3p	Olig3	Mouse	96	oligodendrocyte transcription factor 3	miRNA	mRNA
miR-140-3p	Gm13128	Mouse	96	predicted gene 13128	miRNA	mRNA
miR-140-3p	Stag2	Mouse	96	stromal antigen 2	miRNA	mRNA
miR-140-3p	Pramef17	Mouse	96	PRAME family member 17	miRNA	mRNA
miR-140-3p	Ythdf1	Mouse	96	YTH N6-methyladenosine RNA binding protein 1	miRNA	mRNA
miR-140-3p	Tmem159	Mouse	96	transmembrane protein 159	miRNA	mRNA
miR-15b-5p	Cyp26b1	Mouse	96	cytochrome P450, family 26, subfamily b, polypeptide 1	miRNA	mRNA
miR-15b-5p	Dnajc16	Mouse	96	DnaJ heat shock protein family (Hsp40) member C16	miRNA	mRNA
miR-15b-5p	Kl	Mouse	96	klotho	miRNA	mRNA
miR-15b-5p	Ywhah	Mouse	96	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	miRNA	mRNA
miR-15b-5p	Abtb2	Mouse	96	ankyrin repeat and BTB (POZ) domain containing 2	miRNA	mRNA
miR-15b-5p	Zfp367	Mouse	96	zinc finger protein 367	miRNA	mRNA
miR-15b-5p	Trabd2b	Mouse	96	TraB domain containing 2B	miRNA	mRNA
miR-15b-5p	Crebrf	Mouse	96	CREB3 regulatory factor	miRNA	mRNA
miR-15b-5p	Cpd	Mouse	96	carboxypeptidase D	miRNA	mRNA
miR-15b-5p	Cacul1	Mouse	96	CDK2 associated, cullin domain 1	miRNA	mRNA
miR-15b-5p	Cnot6l	Mouse	96	CCR4-NOT transcription complex, subunit 6-like	miRNA	mRNA
miR-15b-5p	Pip4p2	Mouse	96	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2	miRNA	mRNA
miR-15b-5p	Spryd3	Mouse	96	SPRY domain containing 3	miRNA	mRNA
miR-15b-5p	Sema3a	Mouse	96	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	miRNA	mRNA
miR-15b-5p	Pth	Mouse	96	parathyroid hormone	miRNA	mRNA
miR-15b-5p	Smad7	Mouse	96	SMAD family member 7	miRNA	mRNA
miR-15b-5p	Il7r	Mouse	96	interleukin 7 receptor	miRNA	mRNA
miR-15b-5p	Ano3	Mouse	96	anoctamin 3	miRNA	mRNA
miR-15b-5p	Srpr	Mouse	96	signal recognition particle receptor ('docking protein')	miRNA	mRNA
miR-15b-5p	Erlin2	Mouse	96	ER lipid raft associated 2	miRNA	mRNA
miR-15b-5p	Ippk	Mouse	96	inositol 1,3,4,5,6-pentakisphosphate 2-kinase	miRNA	mRNA
miR-15b-5p	Mfn2	Mouse	96	mitofusin 2	miRNA	mRNA
miR-15b-5p	Zcchc3	Mouse	96	zinc finger, CCHC domain containing 3	miRNA	mRNA
miR-15b-5p	Dclk1	Mouse	96	doublecortin-like kinase 1	miRNA	mRNA
miR-15b-5p	Hmga1	Mouse	96	high mobility group AT-hook 1	miRNA	mRNA
miR-15b-5p	Bicd1	Mouse	96	BICD cargo adaptor 1	miRNA	mRNA
miR-15b-5p	Higd1a	Mouse	96	HIG1 domain family, member 1A	miRNA	mRNA
miR-15b-5p	Wnt7a	Mouse	96	wingless-type MMTV integration site family, member 7A	miRNA	mRNA
miR-15b-5p	Crebl2	Mouse	96	cAMP responsive element binding protein-like 2	miRNA	mRNA
miR-193b-3p	Kit	Mouse	96	KIT proto-oncogene receptor tyrosine kinase	miRNA	mRNA
miR-193b-3p	Mapk10	Mouse	96	mitogen-activated protein kinase 10	miRNA	mRNA
miR-199a-3p	Serpine2	Mouse	96	serine (or cysteine) peptidase inhibitor, clade E, member 2	miRNA	mRNA
miR-199a-3p	Sh3glb1	Mouse	96	SH3-domain GRB2-like B1 (endophilin)	miRNA	mRNA
miR-199a-3p	Rb1	Mouse	96	RB transcriptional corepressor 1	miRNA	mRNA
miR-199a-3p	Tmem62	Mouse	96	transmembrane protein 62	miRNA	mRNA
miR-199a-3p	Bcar3	Mouse	96	breast cancer anti-estrogen resistance 3	miRNA	mRNA
miR-199a-3p	Rfx3	Mouse	96	regulatory factor X, 3 (influences HLA class II expression)	miRNA	mRNA
miR-1b-3p	Peg10	Mouse	96	paternally expressed 10	miRNA	mRNA
miR-1b-3p	Tent5c	Mouse	96	terminal nucleotidyltransferase 5C	miRNA	mRNA
miR-1b-5p	Birc6	Mouse	96	baculoviral IAP repeat-containing 6	miRNA	mRNA
miR-1b-5p	Sox9	Mouse	96	SRY (sex determining region Y)-box 9	miRNA	mRNA
miR-214-3p	Creb1	Mouse	96	cAMP responsive element binding protein 1	miRNA	mRNA
miR-214-3p	Tmem161b	Mouse	96	transmembrane protein 161B	miRNA	mRNA
miR-214-3p	Fgfr1	Mouse	96	fibroblast growth factor receptor 1	miRNA	mRNA
miR-214-3p	Mlxip	Mouse	96	MLX interacting protein	miRNA	mRNA
miR-214-3p	Zfand3	Mouse	96	zinc finger, AN1-type domain 3	miRNA	mRNA
miR-214-3p	Fbln5	Mouse	96	fibulin 5	miRNA	mRNA
miR-214-3p	Rexo2	Mouse	96	RNA exonuclease 2	miRNA	mRNA
miR-214-3p	Rapgefl1	Mouse	96	Rap guanine nucleotide exchange factor (GEF)-like 1	miRNA	mRNA
miR-214-5p	Nxf1	Mouse	96	nuclear RNA export factor 1	miRNA	mRNA
miR-214-5p	Trib1	Mouse	96	tribbles pseudokinase 1	miRNA	mRNA
miR-29c-3p	Zfp282	Mouse	96	zinc finger protein 282	miRNA	mRNA
miR-29c-3p	Rnd3	Mouse	96	Rho family GTPase 3	miRNA	mRNA
miR-29c-3p	Atp1b4	Mouse	96	ATPase, (Na+)/K+ transporting, beta 4 polypeptide	miRNA	mRNA
miR-29c-3p	Lif	Mouse	96	leukemia inhibitory factor	miRNA	mRNA
miR-29c-3p	Ppic	Mouse	96	peptidylprolyl isomerase C	miRNA	mRNA
miR-29c-3p	Trib2	Mouse	96	tribbles pseudokinase 2	miRNA	mRNA
miR-29c-3p	Hbp1	Mouse	96	high mobility group box transcription factor 1	miRNA	mRNA
miR-29c-3p	Slc25a3	Mouse	96	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3	miRNA	mRNA
miR-29c-3p	Taf5	Mouse	96	TATA-box binding protein associated factor 5	miRNA	mRNA
miR-29c-3p	Dio2	Mouse	96	deiodinase, iodothyronine, type II	miRNA	mRNA
miR-29c-3p	Adamts9	Mouse	96	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9	miRNA	mRNA
miR-29c-3p	Dgkd	Mouse	96	diacylglycerol kinase, delta	miRNA	mRNA
miR-29c-3p	Tll1	Mouse	96	tolloid-like	miRNA	mRNA
miR-29c-3p	Kmt5c	Mouse	96	lysine methyltransferase 5C	miRNA	mRNA
miR-29c-3p	Kdm5b	Mouse	96	lysine (K)-specific demethylase 5B	miRNA	mRNA
miR-29c-3p	Robo1	Mouse	96	roundabout guidance receptor 1	miRNA	mRNA
miR-29c-3p	Stard8	Mouse	96	START domain containing 8	miRNA	mRNA
miR-29c-3p	Nsd1	Mouse	96	nuclear receptor-binding SET-domain protein 1	miRNA	mRNA
miR-29c-3p	Igsf9b	Mouse	96	immunoglobulin superfamily, member 9B	miRNA	mRNA
miR-29c-3p	Traf4	Mouse	96	TNF receptor associated factor 4	miRNA	mRNA
miR-29c-3p	Chsy1	Mouse	96	chondroitin sulfate synthase 1	miRNA	mRNA
miR-29c-3p	Clock	Mouse	96	circadian locomotor output cycles kaput	miRNA	mRNA
miR-29c-3p	Dusp2	Mouse	96	dual specificity phosphatase 2	miRNA	mRNA
miR-29c-3p	Bach2	Mouse	96	BTB and CNC homology, basic leucine zipper transcription factor 2	miRNA	mRNA
miR-29c-3p	Cdk6	Mouse	96	cyclin-dependent kinase 6	miRNA	mRNA
miR-320-3p	Smurf2	Mouse	96	SMAD specific E3 ubiquitin protein ligase 2	miRNA	mRNA
miR-320-3p	Cpd	Mouse	96	carboxypeptidase D	miRNA	mRNA
miR-320-3p	Ctbs	Mouse	96	chitobiase	miRNA	mRNA
miR-320-3p	Zfp512	Mouse	96	zinc finger protein 512	miRNA	mRNA
miR-320-3p	Dcc	Mouse	96	deleted in colorectal carcinoma	miRNA	mRNA
miR-320-3p	Pbx1	Mouse	96	pre B cell leukemia homeobox 1	miRNA	mRNA
miR-320-3p	Cnot6l	Mouse	96	CCR4-NOT transcription complex, subunit 6-like	miRNA	mRNA
miR-499-5p	Vav3	Mouse	96	vav 3 oncogene	miRNA	mRNA
miR-499-5p	Rcn2	Mouse	96	reticulocalbin 2	miRNA	mRNA
miR-499-5p	Nat1	Mouse	96	N-acetyl transferase 1	miRNA	mRNA
miR-140-3p	Atl2	Mouse	95	atlastin GTPase 2	miRNA	mRNA
miR-140-3p	Relch	Mouse	95	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing	miRNA	mRNA
miR-140-3p	Tra2a	Mouse	95	transformer 2 alpha	miRNA	mRNA
miR-140-3p	Mecp2	Mouse	95	methyl CpG binding protein 2	miRNA	mRNA
miR-140-3p	Plxna1	Mouse	95	plexin A1	miRNA	mRNA
miR-15b-5p	Kif1b	Mouse	95	kinesin family member 1B	miRNA	mRNA
miR-15b-5p	Reck	Mouse	95	reversion-inducing-cysteine-rich protein with kazal motifs	miRNA	mRNA
miR-15b-5p	Chd2	Mouse	95	chromodomain helicase DNA binding protein 2	miRNA	mRNA
miR-15b-5p	Nup210	Mouse	95	nucleoporin 210	miRNA	mRNA
miR-15b-5p	Fermt2	Mouse	95	fermitin family member 2	miRNA	mRNA
miR-15b-5p	Setd3	Mouse	95	SET domain containing 3	miRNA	mRNA
miR-15b-5p	Cops7b	Mouse	95	COP9 signalosome subunit 7B	miRNA	mRNA
miR-15b-5p	Krtap26-1	Mouse	95	keratin associated protein 26-1	miRNA	mRNA
miR-15b-5p	Eya1	Mouse	95	EYA transcriptional coactivator and phosphatase 1	miRNA	mRNA
miR-15b-5p	Trp53inp2	Mouse	95	transformation related protein 53 inducible nuclear protein 2	miRNA	mRNA
miR-15b-5p	Slit2	Mouse	95	slit guidance ligand 2	miRNA	mRNA
miR-15b-5p	Nol4l	Mouse	95	nucleolar protein 4-like	miRNA	mRNA
miR-15b-5p	Pwwp2b	Mouse	95	PWWP domain containing 2B	miRNA	mRNA
miR-15b-5p	Casr	Mouse	95	calcium-sensing receptor	miRNA	mRNA
miR-15b-5p	Cdc25a	Mouse	95	cell division cycle 25A	miRNA	mRNA
miR-15b-5p	Mybl1	Mouse	95	myeloblastosis oncogene-like 1	miRNA	mRNA
miR-15b-5p	Eif3a	Mouse	95	eukaryotic translation initiation factor 3, subunit A	miRNA	mRNA
miR-15b-5p	Fbxw7	Mouse	95	F-box and WD-40 domain protein 7	miRNA	mRNA
miR-15b-5p	Nfatc3	Mouse	95	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3	miRNA	mRNA
miR-15b-5p	Wnt3a	Mouse	95	wingless-type MMTV integration site family, member 3A	miRNA	mRNA
miR-15b-5p	Tlk1	Mouse	95	tousled-like kinase 1	miRNA	mRNA
miR-15b-5p	Sptbn2	Mouse	95	spectrin beta, non-erythrocytic 2	miRNA	mRNA
miR-15b-5p	Lats1	Mouse	95	large tumor suppressor	miRNA	mRNA
miR-15b-5p	Ncs1	Mouse	95	neuronal calcium sensor 1	miRNA	mRNA
miR-15b-5p	Kif23	Mouse	95	kinesin family member 23	miRNA	mRNA
miR-15b-5p	Pafah1b1	Mouse	95	platelet-activating factor acetylhydrolase, isoform 1b, subunit 1	miRNA	mRNA
miR-15b-5p	Kif5b	Mouse	95	kinesin family member 5B	miRNA	mRNA
miR-193b-3p	Spata7	Mouse	95	spermatogenesis associated 7	miRNA	mRNA
miR-193b-3p	Gba2	Mouse	95	glucosidase beta 2	miRNA	mRNA
miR-199a-3p	Lrp2	Mouse	95	low density lipoprotein receptor-related protein 2	miRNA	mRNA
miR-199a-3p	Erbb4	Mouse	95	erb-b2 receptor tyrosine kinase 4	miRNA	mRNA
miR-1b-5p	2310030G06Rik	Mouse	95	RIKEN cDNA 2310030G06 gene	miRNA	mRNA
miR-1b-5p	Cul3	Mouse	95	cullin 3	miRNA	mRNA
miR-1b-5p	Kat6a	Mouse	95	K(lysine) acetyltransferase 6A	miRNA	mRNA
miR-1b-5p	Zfp729b	Mouse	95	zinc finger protein 729b	miRNA	mRNA
miR-214-3p	Nufip2	Mouse	95	nuclear fragile X mental retardation protein interacting protein 2	miRNA	mRNA
miR-214-3p	Zbtb40	Mouse	95	zinc finger and BTB domain containing 40	miRNA	mRNA
miR-214-3p	Peli3	Mouse	95	pellino 3	miRNA	mRNA
miR-214-3p	Tmem33	Mouse	95	transmembrane protein 33	miRNA	mRNA
miR-214-3p	Stim2	Mouse	95	stromal interaction molecule 2	miRNA	mRNA
miR-214-3p	Hmg20a	Mouse	95	high mobility group 20A	miRNA	mRNA
miR-214-3p	1810013L24Rik	Mouse	95	RIKEN cDNA 1810013L24 gene	miRNA	mRNA
miR-214-3p	Tanc2	Mouse	95	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	miRNA	mRNA
miR-214-3p	Myoz3	Mouse	95	myozenin 3	miRNA	mRNA
miR-214-5p	Lypd1	Mouse	95	Ly6/Plaur domain containing 1	miRNA	mRNA
miR-214-5p	Kdm2a	Mouse	95	lysine (K)-specific demethylase 2A	miRNA	mRNA
miR-29c-3p	Col4a2	Mouse	95	collagen, type IV, alpha 2	miRNA	mRNA
miR-29c-3p	Ccnyl1	Mouse	95	cyclin Y-like 1	miRNA	mRNA
miR-29c-3p	Col15a1	Mouse	95	collagen, type XV, alpha 1	miRNA	mRNA
miR-29c-3p	Map6	Mouse	95	microtubule-associated protein 6	miRNA	mRNA
miR-29c-3p	Tarbp1	Mouse	95	TAR RNA binding protein 1	miRNA	mRNA
miR-29c-3p	Pcdha8	Mouse	95	protocadherin alpha 8	miRNA	mRNA
miR-29c-3p	Slc43a2	Mouse	95	solute carrier family 43, member 2	miRNA	mRNA
miR-29c-3p	Glis2	Mouse	95	GLIS family zinc finger 2	miRNA	mRNA
miR-29c-3p	Col1a1	Mouse	95	collagen, type I, alpha 1	miRNA	mRNA
miR-29c-3p	Adam19	Mouse	95	a disintegrin and metallopeptidase domain 19 (meltrin beta)	miRNA	mRNA
miR-29c-3p	Eomes	Mouse	95	eomesodermin	miRNA	mRNA
miR-29c-3p	Elf2	Mouse	95	E74-like factor 2	miRNA	mRNA
miR-29c-3p	Timd2	Mouse	95	T cell immunoglobulin and mucin domain containing 2	miRNA	mRNA
miR-29c-3p	Ankrd13b	Mouse	95	ankyrin repeat domain 13b	miRNA	mRNA
miR-320-3p	Rasa1	Mouse	95	RAS p21 protein activator 1	miRNA	mRNA
miR-320-3p	Satb2	Mouse	95	special AT-rich sequence binding protein 2	miRNA	mRNA
miR-320-3p	Cdh20	Mouse	95	cadherin 20	miRNA	mRNA
miR-320-3p	Arhgap44	Mouse	95	Rho GTPase activating protein 44	miRNA	mRNA
miR-499-5p	Snrk	Mouse	95	SNF related kinase	miRNA	mRNA
miR-499-5p	Stmnd1	Mouse	95	stathmin domain containing 1	miRNA	mRNA
miR-499-5p	Rc3h1	Mouse	95	RING CCCH (C3H) domains 1	miRNA	mRNA
miR-499-5p	Zeb2	Mouse	95	zinc finger E-box binding homeobox 2	miRNA	mRNA
miR-499-5p	Aurkb	Mouse	95	aurora kinase B	miRNA	mRNA
miR-499-5p	Cnot6l	Mouse	95	CCR4-NOT transcription complex, subunit 6-like	miRNA	mRNA
miR-499-5p	Gpr174	Mouse	95	G protein-coupled receptor 174	miRNA	mRNA
miR-499-5p	Zik1	Mouse	95	zinc finger protein interacting with K protein 1	miRNA	mRNA
miR-140-3p	Pcdh8	Mouse	94	protocadherin 8	miRNA	mRNA
miR-140-3p	Ndst1	Mouse	94	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	miRNA	mRNA
miR-140-3p	Rasip1	Mouse	94	Ras interacting protein 1	miRNA	mRNA
miR-140-3p	Slain2	Mouse	94	SLAIN motif family, member 2	miRNA	mRNA
miR-140-3p	D5Ertd579e	Mouse	94	DNA segment, Chr 5, ERATO Doi 579, expressed	miRNA	mRNA
miR-140-3p	Zfp781	Mouse	94	zinc finger protein 781	miRNA	mRNA
miR-15b-5p	Zbtb44	Mouse	94	zinc finger and BTB domain containing 44	miRNA	mRNA
miR-15b-5p	Ddx3x	Mouse	94	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked	miRNA	mRNA
miR-15b-5p	Med1	Mouse	94	mediator complex subunit 1	miRNA	mRNA
miR-15b-5p	Tgfbr3	Mouse	94	transforming growth factor, beta receptor III	miRNA	mRNA
miR-15b-5p	Nuak2	Mouse	94	NUAK family, SNF1-like kinase, 2	miRNA	mRNA
miR-15b-5p	Cpsf7	Mouse	94	cleavage and polyadenylation specific factor 7	miRNA	mRNA
miR-15b-5p	Amotl1	Mouse	94	angiomotin-like 1	miRNA	mRNA
miR-15b-5p	Cacna2d1	Mouse	94	calcium channel, voltage-dependent, alpha2/delta subunit 1	miRNA	mRNA
miR-15b-5p	Dync1li2	Mouse	94	dynein, cytoplasmic 1 light intermediate chain 2	miRNA	mRNA
miR-15b-5p	Plcxd2	Mouse	94	phosphatidylinositol-specific phospholipase C, X domain containing 2	miRNA	mRNA
miR-15b-5p	Zfp622	Mouse	94	zinc finger protein 622	miRNA	mRNA
miR-15b-5p	Atxn2	Mouse	94	ataxin 2	miRNA	mRNA
miR-15b-5p	Sall4	Mouse	94	spalt like transcription factor 4	miRNA	mRNA
miR-15b-5p	Socs6	Mouse	94	suppressor of cytokine signaling 6	miRNA	mRNA
miR-15b-5p	Zbtb34	Mouse	94	zinc finger and BTB domain containing 34	miRNA	mRNA
miR-15b-5p	Tab3	Mouse	94	TGF-beta activated kinase 1/MAP3K7 binding protein 3	miRNA	mRNA
miR-15b-5p	Axin2	Mouse	94	axin 2	miRNA	mRNA
miR-15b-5p	Armcx6	Mouse	94	armadillo repeat containing, X-linked 6	miRNA	mRNA
miR-15b-5p	Ash1l	Mouse	94	ASH1 like histone lysine methyltransferase	miRNA	mRNA
miR-15b-5p	Entpd7	Mouse	94	ectonucleoside triphosphate diphosphohydrolase 7	miRNA	mRNA
miR-15b-5p	Atp1b4	Mouse	94	ATPase, (Na+)/K+ transporting, beta 4 polypeptide	miRNA	mRNA
miR-15b-5p	Dixdc1	Mouse	94	DIX domain containing 1	miRNA	mRNA
miR-15b-5p	Fmn2	Mouse	94	formin 2	miRNA	mRNA
miR-15b-5p	Sez6l	Mouse	94	seizure related 6 homolog like	miRNA	mRNA
miR-15b-5p	Ell	Mouse	94	elongation factor RNA polymerase II	miRNA	mRNA
miR-15b-5p	Caprin1	Mouse	94	cell cycle associated protein 1	miRNA	mRNA
miR-15b-5p	Map2k1	Mouse	94	mitogen-activated protein kinase kinase 1	miRNA	mRNA
miR-15b-5p	Kif21a	Mouse	94	kinesin family member 21A	miRNA	mRNA
miR-15b-5p	Usp42	Mouse	94	ubiquitin specific peptidase 42	miRNA	mRNA
miR-15b-5p	Klhl2	Mouse	94	kelch-like 2, Mayven	miRNA	mRNA
miR-15b-5p	Mgat4a	Mouse	94	mannoside acetylglucosaminyltransferase 4, isoenzyme A	miRNA	mRNA
miR-193b-3p	Erbb4	Mouse	94	erb-b2 receptor tyrosine kinase 4	miRNA	mRNA
miR-199a-3p	Aplp2	Mouse	94	amyloid beta (A4) precursor-like protein 2	miRNA	mRNA
miR-199a-3p	Galnt7	Mouse	94	polypeptide N-acetylgalactosaminyltransferase 7	miRNA	mRNA
miR-199a-3p	Cd2ap	Mouse	94	CD2-associated protein	miRNA	mRNA
miR-199a-3p	Sinhcaf	Mouse	94	SIN3-HDAC complex associated factor	miRNA	mRNA
miR-199a-3p	Gna12	Mouse	94	guanine nucleotide binding protein, alpha 12	miRNA	mRNA
miR-199a-3p	Slc39a10	Mouse	94	solute carrier family 39 (zinc transporter), member 10	miRNA	mRNA
miR-199a-3p	4933434E20Rik	Mouse	94	RIKEN cDNA 4933434E20 gene	miRNA	mRNA
miR-199a-3p	Ppp2r5e	Mouse	94	protein phosphatase 2, regulatory subunit B', epsilon	miRNA	mRNA
miR-199a-3p	Raph1	Mouse	94	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	miRNA	mRNA
miR-199a-3p	Map3k4	Mouse	94	mitogen-activated protein kinase kinase kinase 4	miRNA	mRNA
miR-1b-5p	Krit1	Mouse	94	KRIT1, ankyrin repeat containing	miRNA	mRNA
miR-1b-5p	Snx27	Mouse	94	sorting nexin family member 27	miRNA	mRNA
miR-1b-5p	Fam104a	Mouse	94	family with sequence similarity 104, member A	miRNA	mRNA
miR-1b-5p	Zcchc18	Mouse	94	zinc finger, CCHC domain containing 18	miRNA	mRNA
miR-1b-5p	Eme1	Mouse	94	essential meiotic structure-specific endonuclease 1	miRNA	mRNA
miR-1b-5p	Ccdc169	Mouse	94	coiled-coil domain containing 169	miRNA	mRNA
miR-1b-5p	D1Ertd622e	Mouse	94	DNA segment, Chr 1, ERATO Doi 622, expressed	miRNA	mRNA
miR-1b-5p	Rasa2	Mouse	94	RAS p21 protein activator 2	miRNA	mRNA
miR-1b-5p	AI597479	Mouse	94	expressed sequence AI597479	miRNA	mRNA
miR-1b-5p	Cnot6l	Mouse	94	CCR4-NOT transcription complex, subunit 6-like	miRNA	mRNA
miR-214-3p	Sec24c	Mouse	94	Sec24 related gene family, member C (S. cerevisiae)	miRNA	mRNA
miR-214-3p	Fgd5	Mouse	94	FYVE, RhoGEF and PH domain containing 5	miRNA	mRNA
miR-214-3p	Zbtb10	Mouse	94	zinc finger and BTB domain containing 10	miRNA	mRNA
miR-214-3p	1700010I14Rik	Mouse	94	RIKEN cDNA 1700010I14 gene	miRNA	mRNA
miR-214-3p	Jakmip2	Mouse	94	janus kinase and microtubule interacting protein 2	miRNA	mRNA
miR-214-3p	Lsm12	Mouse	94	LSM12 homolog	miRNA	mRNA
miR-214-3p	Baz2a	Mouse	94	bromodomain adjacent to zinc finger domain, 2A	miRNA	mRNA
miR-29c-3p	Smurf2	Mouse	94	SMAD specific E3 ubiquitin protein ligase 2	miRNA	mRNA
miR-29c-3p	Lin7a	Mouse	94	lin-7 homolog A (C. elegans)	miRNA	mRNA
miR-29c-3p	Pdik1l	Mouse	94	PDLIM1 interacting kinase 1 like	miRNA	mRNA
miR-29c-3p	Morf4l2	Mouse	94	mortality factor 4 like 2	miRNA	mRNA
miR-29c-3p	Mark3	Mouse	94	MAP/microtubule affinity regulating kinase 3	miRNA	mRNA
miR-29c-3p	Cd276	Mouse	94	CD276 antigen	miRNA	mRNA
miR-29c-3p	Tmem183a	Mouse	94	transmembrane protein 183A	miRNA	mRNA
miR-29c-3p	Kif26a	Mouse	94	kinesin family member 26A	miRNA	mRNA
miR-29c-3p	Nav2	Mouse	94	neuron navigator 2	miRNA	mRNA
miR-29c-3p	Rapgefl1	Mouse	94	Rap guanine nucleotide exchange factor (GEF)-like 1	miRNA	mRNA
miR-29c-3p	Bmf	Mouse	94	BCL2 modifying factor	miRNA	mRNA
miR-29c-3p	Serpinh1	Mouse	94	serine (or cysteine) peptidase inhibitor, clade H, member 1	miRNA	mRNA
miR-29c-3p	Foxj2	Mouse	94	forkhead box J2	miRNA	mRNA
miR-29c-3p	Trim63	Mouse	94	tripartite motif-containing 63	miRNA	mRNA
miR-29c-3p	Ireb2	Mouse	94	iron responsive element binding protein 2	miRNA	mRNA
miR-29c-3p	Vegfa	Mouse	94	vascular endothelial growth factor A	miRNA	mRNA
miR-320-3p	Fam122a	Mouse	94	family with sequence similarity 122, member A	miRNA	mRNA
miR-320-3p	Mllt3	Mouse	94	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3	miRNA	mRNA
miR-320-3p	Otud6b	Mouse	94	OTU domain containing 6B	miRNA	mRNA
miR-320-3p	Fign	Mouse	94	fidgetin	miRNA	mRNA
miR-320-3p	Zfyve16	Mouse	94	zinc finger, FYVE domain containing 16	miRNA	mRNA
miR-320-3p	Hsf3	Mouse	94	heat shock transcription factor 3	miRNA	mRNA
miR-320-3p	Dcp1a	Mouse	94	decapping mRNA 1A	miRNA	mRNA
miR-320-3p	Blcap	Mouse	94	bladder cancer associated protein	miRNA	mRNA
miR-320-3p	Cdk13	Mouse	94	cyclin-dependent kinase 13	miRNA	mRNA
miR-320-3p	Armc1	Mouse	94	armadillo repeat containing 1	miRNA	mRNA
miR-320-3p	Gabpb2	Mouse	94	GA repeat binding protein, beta 2	miRNA	mRNA
miR-320-3p	Fem1b	Mouse	94	feminization 1 homolog b (C. elegans)	miRNA	mRNA
miR-499-5p	Tmbim6	Mouse	94	transmembrane BAX inhibitor motif containing 6	miRNA	mRNA
miR-499-5p	Ube2v1	Mouse	94	ubiquitin-conjugating enzyme E2 variant 1	miRNA	mRNA
miR-140-3p	Tgfb3	Mouse	93	transforming growth factor, beta 3	miRNA	mRNA
miR-140-3p	Cntn6	Mouse	93	contactin 6	miRNA	mRNA
miR-140-3p	Gm6710	Mouse	93	predicted gene 6710	miRNA	mRNA
miR-140-3p	Pcdh17	Mouse	93	protocadherin 17	miRNA	mRNA
miR-140-3p	Adam10	Mouse	93	a disintegrin and metallopeptidase domain 10	miRNA	mRNA
miR-140-3p	Ugt2b35	Mouse	93	UDP glucuronosyltransferase 2 family, polypeptide B35	miRNA	mRNA
miR-140-3p	Gprin3	Mouse	93	GPRIN family member 3	miRNA	mRNA
miR-15b-5p	Ghr	Mouse	93	growth hormone receptor	miRNA	mRNA
miR-15b-5p	Krtap11-1	Mouse	93	keratin associated protein 11-1	miRNA	mRNA
miR-15b-5p	Polr3f	Mouse	93	polymerase (RNA) III (DNA directed) polypeptide F	miRNA	mRNA
miR-15b-5p	Usp14	Mouse	93	ubiquitin specific peptidase 14	miRNA	mRNA
miR-15b-5p	Myt1l	Mouse	93	myelin transcription factor 1-like	miRNA	mRNA
